"refseq_mrna","hgnc_symbol","prot_length"
"NM_016123","IRAK4",461
"NM_001193611","TUBD1",352
"NM_001278635","IRX4",546
"NM_001304286","HNF1B",458
"NM_001281766","EPHA5",1017
"NM_001270371","TMEM254",102
"NM_001270374","TMEM254",102
"NM_001276374","WDR38",316
"NM_001276375","WDR38",316
"NM_182761","FAM170A",330
"NM_001256030","CD48",253
"NM_001243374","CLCN3",792
"NM_001324020","PDXDC1",430
"NM_001324021","PDXDC1",430
"NM_001285449","PDXDC1",430
"NM_001291468","CCL4L2",93
"NM_003529","H3C1",137
"NM_001267864","SLIRP",93
"NM_001164685","THEMIS",642
"NM_001026","RPS24",134
"NM_001198632","RUNX1T1",578
"NM_004349","RUNX1T1",578
"NM_001364711","FAM243B",252
"NM_001291328","FAM228B",188
"NM_001252269","DIPK1A",384
"NM_001265581","TTI2",509
"NM_032817","ITIH5",729
"NM_001393901","SEM1",67
"NM_001127482","SPRYD7",158
"NM_001354574","LINGO2",607
"NM_001289953","ZNF761",71
"NM_014512","KIR2DS1",298
"NM_001291696","KIR2DS2",205
"NM_001291700","KIR2DS2",205
"NM_001159287","TPI1",287
"NM_001206484","ATF3",125
"NM_001206488","ATF3",125
"NM_003386","ZAN",2813
"NM_001159746","ABR",778
"NM_001322841","ABR",778
"NM_001322840","ABR",778
"NM_021962","ABR",778
"NM_001352265","HSH2D",353
"NM_001382417","HSH2D",353
"NM_001352266","HSH2D",353
"NM_001369808","HSH2D",353
"NM_001369809","HSH2D",353
"NM_006220","SERPINA2",422
"NM_001130080","IFI27",123
"NM_001288956","IFI27",123
"NM_001366994","IFI27",123
"NM_001204827","XPNPEP3",56
"NM_001278742","TSPAN6",137
"NM_001531","MR1",342
"NM_006841","SLC38A3",505
"NM_021088","ZNF2",426
"NM_014518","ZNF229",826
"NM_032965","CCL15",114
"NM_014513","KIR2DS5",305
"NM_001199461","PDCD2",222
"NM_001291163","EPHX1",456
"NM_001349660","RPS6KC1",855
"NM_001349654","RPS6KC1",855
"NM_001287218","RPS6KC1",855
"NM_001349659","RPS6KC1",855
"NM_001349662","RPS6KC1",855
"NM_001349661","RPS6KC1",855
"NM_001368301","GTF2IRD2B",109
"NM_001243727","TEX264",240
"NM_001242474","ZNF345",489
"NM_001099682","MAGIX",254
"NM_001287421","ZSCAN26",345
"NM_003523","H2BC6",127
"NM_001289152","MICA",236
"NM_001289153","MICA",236
"NM_001199635","ADCYAP1R1",497
"NM_001199636","ADCYAP1R1",497
"NM_198988","LENG9",502
"NM_001173976","TCTN1",539
"NM_001319680","TCTN1",539
"NM_031901","MRPS21",88
"NM_014803","ZNF518A",1484
"NM_001278524","ZNF518A",1484
"NM_001278526","ZNF518A",1484
"NM_001271457","COLCA2",155
"NM_001080465","C17orf98",155
"NM_015653","RIBC2",383
"NM_001277176","WDR72",89
"NM_001349344","FOXP1",577
"NM_001242801","ZNF790",637
"NM_001291472","CCL4L2",97
"NM_001257101","PCGF5",257
"NM_001394787","GRIFIN",145
"NM_001302999","LIPI",431
"NM_001203262","NDUFC2-KCTD14",87
"NM_005568","LHX1",407
"NM_001206665","IGSF8",614
"NM_001289978","DPF1",398
"NM_003539","H4C4",104
"NM_001244664","CHTOP",77
"NM_031501","PCDHA5",817
"NM_212533","ABCA2",2467
"NM_007026","DUSP14",199
"NM_001243279","ACSF3",577
"NM_001242854","ARFIP2",375
"NM_007079","PTP4A3",149
"NM_001282604","PTGES3",165
"NM_001282489","USH1G",462
"NM_173477","USH1G",462
"NM_005407","SALL2",1008
"NM_001270532","WTAP",171
"NM_001252091","MRAS",133
"NM_001267051","GPR155",843
"NM_001330239","TJP1",1769
"NM_001199899","PDK2",344
"NM_001394278","SCG5",213
"NM_003020","SCG5",213
"NM_001394279","SCG5",213
"NM_001377363","NKIRAS1",193
"NM_003534","H3C8",137
"NM_001281447","GTF2IRD2",109
"NM_001286516","DNAJA3",454
"NM_001355573","CCDC92B",256
"NM_001281717","UBB",230
"NM_001287336","KIAA1191",287
"NM_001385466","SIGLECL1",198
"NM_001080770","KIR2DL4",417
"NM_178517","PIGW",505
"NM_001346754","PIGW",505
"NM_001346755","PIGW",505
"NM_001352418","ALG9",612
"NM_001352417","ALG9",612
"NM_001077690","ALG9",612
"NM_001281715","PHB",273
"NM_001278262","CARHSP1",148
"NM_001278517","MDM4",393
"NM_148842","RCC1L",455
"NM_001293320","RBIS",62
"NM_001318819","BICRAL",1080
"NM_001200052","NPL",231
"NM_001366283","GOLGB1",3265
"NM_001366282","GOLGB1",3265
"NM_001256488","GOLGB1",3265
"NM_001256487","GOLGB1",3265
"NM_001128852","SRRT",876
"NM_001270481","PSMB6",214
"NM_175741","NUTM1",1133
"NM_001356370","LYNX1",117
"NM_001282521","BCL2L12",194
"NM_001281493","MSH6",1059
"NM_001204268","FXYD6-FXYD2",145
"NM_001321708","DGKI",1058
"NM_001330595","LIG4",845
"NM_001198979","SMAP2",425
"NM_005828","DCAF7",343
"NM_021242","MID1IP1",184
"NM_001794","CDH4",917
"NM_001198827","C8orf58",301
"NM_001102599","CEACAM20",504
"NM_001376194","CHD1",1711
"NM_001270","CHD1",1711
"NM_001364113","CHD1",1711
"NM_001163735","MYO19",971
"NM_001207000","HNRNPDL",364
"NM_014735","JADE3",824
"NM_001348677","SAP25",200
"NM_001145458","",288
"NM_012314","KIR2DS4",302
"NM_001193461","MSRB3",186
"NM_001281428","DNAI1",704
"NM_001256609","GLMP",326
"NM_001394390","STON2",956
"NM_199341","ZSWIM9",921
"NM_001287594","CLIC1",242
"NM_001318036","SNCB",121
"NM_001318034","SNCB",121
"NM_001243704","ZBTB14",450
"NM_001272038","RAB13",123
"NM_001385029","MEGF11",903
"NM_001385028","MEGF11",903
"NM_001385033","MEGF11",903
"NM_032445","MEGF11",903
"NM_001387150","MEGF11",903
"NM_001387151","MEGF11",903
"NM_001004719","OR4M2",314
"NM_001282438","BLOC1S2",100
"NM_001256129","ARL8A",148
"NM_001267558","PDCD6",122
"NM_001385443","NBPF15",634
"NM_001385445","NBPF15",634
"NM_001385442","NBPF15",634
"NM_001385444","NBPF15",634
"NM_017748","CWC25",426
"NM_001290065","ROBO2",1251
"NM_001282186","CYSLTR1",338
"NM_001198631","RUNX1T1",605
"NM_001278000","LPAR4",371
"NM_002988","CCL18",90
"NM_001291307","NOP16",179
"NM_016391","NOP16",179
"NM_001317975","NOP16",179
"NM_001287252","CCNI2",386
"NM_001161473","ALDH3B1",469
"NM_152290","C1orf158",195
"NM_001321533","USPL1",764
"NM_001321534","USPL1",764
"NM_001280543","DPF3",368
"NM_001271037","FCGR3B",131
"NM_001242860","PRKACB",358
"NM_001375560","PRKACB",358
"NM_001375561","PRKACB",358
"NM_001375564","PRKACB",358
"NM_001270766","NTAN1",206
"NM_001270767","NTAN1",206
"NM_001267779","ZNF850",1059
"NM_001288710","METTL26",185
"NM_052886","MAL2",177
"NM_001386094","AGBL1",1122
"NM_003532","H3C6",137
"NM_001387065","CPEB1",589
"NM_001387062","CPEB1",589
"NM_001365240","CPEB1",589
"NM_007113","TCHH",1944
"NM_001102597","CEACAM20",597
"NM_001271956","TPGS2",233
"NM_001267545","ARFRP1",122
"NM_001384769","SLC22A31",339
"NM_001384775","SLC22A31",339
"NM_001290185","VPS11",932
"NM_001378221","VPS11",932
"NM_001244569","BID",100
"NM_001305792","KIF14",1649
"NM_001080978","LILRB2",219
"NM_001278403","LILRB2",219
"NM_033000","GTF2I",979
"NM_001322232","RPS6KA5",803
"NM_001322228","RPS6KA5",803
"NM_001322236","RPS6KA5",803
"NM_001322233","RPS6KA5",803
"NM_001322229","RPS6KA5",803
"NM_004755","RPS6KA5",803
"NM_152354","ZNF285",591
"NM_001291490","ZNF285",591
"NM_001291489","ZNF285",591
"NM_001289861","PER3",1192
"NM_001289863","PER3",1192
"NM_001289864","PER3",1192
"NM_023946","LYNX1-SLURP2",132
"NM_001308023","TNS1",1715
"NM_001005479","OR5H6",310
"NM_025248","SRCIN1",1184
"NM_145055","C18orf25",405
"NM_001386924","DMRTC1",193
"NM_001386923","DMRTC1",193
"NM_033053","DMRTC1",193
"NM_001278362","RHOH",192
"NM_001287494","FIGNL1",675
"NM_001287496","FIGNL1",675
"NM_001287493","FIGNL1",675
"NM_001346562","FIGNL1",675
"NM_001242489","FAM156A",214
"NM_001364781","BIN2",566
"NM_001364779","BIN2",566
"NM_001364780","BIN2",566
"NM_016293","BIN2",566
"NM_001290009","BIN2",566
"NM_001242400","GHR",639
"NM_016558","SCAND1",180
"NM_001304419","IQCA1L",819
"NM_173625","C17orf78",276
"NM_001282717","STAG3",1227
"NM_001375438","STAG3",1227
"NM_021006","CCL3L3",94
"NM_021006","CCL3L1",94
"NM_001276342","RMC1",562
"NM_001318708","RMC1",562
"NM_003545","H4C5",104
"NM_001368250","",493
"NM_001166105","TADA2A",444
"NM_012429","SEC14L2",404
"NM_001242889","DDC",388
"NM_030594","CPEB1",562
"NM_001365243","CPEB1",562
"NM_001242826","RNF41",318
"NM_001204086","NBL1",216
"NM_001369493","MILR1",344
"NM_002695","POLR2E",211
"NM_001270422","KCNJ16",419
"NM_001282538","GNB1",241
"NM_033425","DIXDC1",473
"NM_001144382","PLCL2",1128
"NM_001257967","ITPRID1",1045
"NM_194300","ITPRID1",1045
"NM_138323","PCSK6",624
"NM_138322","PCSK6",624
"NM_182962","BIRC3",605
"NM_018330","SHTN1",457
"NM_001242357","NCR1",227
"NM_001389625","C12orf76",73
"NM_031883","PCDHAC2",885
"NM_001349669","RPS6KC1",602
"NM_001349666","RPS6KC1",602
"NM_001349664","RPS6KC1",602
"NM_001349671","RPS6KC1",602
"NM_001349668","RPS6KC1",602
"NM_001287220","RPS6KC1",602
"NM_001349670","RPS6KC1",602
"NM_001349663","RPS6KC1",602
"NM_001349667","RPS6KC1",602
"NM_001349672","RPS6KC1",602
"NM_001349665","RPS6KC1",602
"NM_001099415","POM121C",988
"NM_001204098","CKLF-CMTM1",93
"NM_001286511","SLC35B2",384
"NM_001286509","SLC35B2",384
"NM_001270420","CFC1",192
"NM_001145147","",376
"NM_003495","H4C9",104
"NM_001526","HCRTR2",445
"NM_001278125","ADAM29",821
"NM_001199760","ST20-MTHFS",180
"NM_052903","TUBGCP5",1025
"NM_001354377","TUBGCP5",1025
"NM_032098","PCDHGB4",804
"NM_001136214","CLEC18A",447
"NM_001270394","PKIB",86
"NM_170604","RASGRP4",674
"NM_001145414","CHM",111
"NM_001350920","GOLGA8F",649
"NM_000106","CYP2D6",498
"NM_001242909","RSPO1",237
"NM_001278240","ZNF189",86
"NM_014598","SOCS7",582
"NM_001353823","ZNF334",680
"NM_001242802","ZNF790",637
"NM_001142505","ABCG4",647
"NM_001330522","FAM124A",302
"NM_001280787","SURF1",192
"NM_001242548","ANAPC16",86
"NM_001374510","CDKN1A",165
"NM_001220777","CDKN1A",165
"NM_001204295","MUC1",190
"NM_001252273","DIPK1A",163
"NM_001256426","PDLIM5",626
"NM_001256829","TMEM265",109
"NM_000947","PRIM2",510
"NM_001145710","FAM228B",325
"NM_001278364","RHOH",192
"NM_001278366","RHOH",192
"NM_001198633","RUNX1T1",585
"NM_002073","GNAZ",356
"NM_001318041","ZNF618",922
"NM_001318040","ZNF618",922
"NM_001286745","OTUD6B",193
"NM_016632","ARL17B",126
"NM_001099681","MAGIX",259
"NM_001287743","FDFT1",418
"NM_004472","FOXD1",466
"NM_031308","EPPK1",5089
"NM_001345886","SSBP2",370
"NM_001256732","SSBP2",370
"NM_001282101","YAP1",509
"NM_001080826","PRAG1",1407
"NM_001195415","DCLK1",423
"NM_001286390","TMEM179",212
"NM_001308253","GCLM",253
"NM_001282189","UBXN8",234
"NM_007010","DDX52",600
"NM_001291476","DDX52",600
"NM_001207037","ETV7",283
"NM_001284211","MED6",258
"NM_001184962","PEG10",360
"NM_001204880","UBE2D1",110
"NM_033223","GABRG3",468
"NM_001159920","FLT1",688
"NM_001282676","PAMR1",610
"NM_080720","H2AB3",116
"NM_002984","CCL4",93
"NM_001385032","MEGF11",828
"NM_001385030","MEGF11",828
"NM_001385031","MEGF11",828
"NM_003513","H2AC4",131
"NM_001258035","POLR3E",673
"NM_001290051","UHRF1",794
"NM_133273","FCAR",192
"NM_001253791","SMIM22",89
"NM_001204446","AP5S1",201
"NM_018347","AP5S1",201
"NM_001204447","AP5S1",201
"NM_020426","LYZL6",149
"NM_001243895","TPD52L2",223
"NM_001282566","ZCCHC17",264
"NM_001370186","",422
"NM_001370185","",422
"NM_001370184","",422
"NM_001370183","",422
"NM_001282856","GON4L",2242
"NM_001204107","BCL2L11",86
"NM_001352476","ZNF248",123
"NM_001267607","ZNF248",123
"NM_001267809","ILF2",353
"NM_001369430","KMT5B",886
"NM_001300908","KMT5B",886
"NM_001369432","KMT5B",886
"NM_001369428","KMT5B",886
"NM_001270383","ENKUR",195
"NM_021062","H2BC3",127
"NM_182684","UPK3B",277
"NM_001288960","IFI27",80
"NM_001288959","IFI27",80
"NM_001279352","JRK",557
"NM_001077527","JRK",557
"NM_001378348","METTL23",191
"NM_001378353","METTL23",191
"NM_001206983","METTL23",191
"NM_001378350","METTL23",191
"NM_001302703","METTL23",191
"NM_001142618","STRA6",668
"NM_005294","GPR21",350
"NM_001193278","MID1",541
"NM_001308150","SLC36A1",387
"NM_001287434","CCND3",97
"NM_001252598","CLPS",72
"NM_001385641","SAMD11",845
"NM_001303465","TAFAZZIN",297
"NM_001278663","ZNF254",575
"NM_001278678","ZNF254",575
"NM_175868","MAGEA6",315
"NM_001330650","TARM1",280
"NM_001257362","",585
"NM_030643","APOL4",349
"NM_001282751","SUCO",692
"NM_001014279","ANXA2R",194
"NM_001195059","PLEKHO2",441
"NM_001286381","FAM120B",243
"NM_001270897","TRAPPC3",115
"NM_021117","CRY2",594
"NM_001291465","TBC1D3D",550
"NM_001354420","PCDH15",1676
"NM_001253771","SYNCRIP",465
"NM_001159673","SYNCRIP",465
"NM_015597","GPSM1",458
"NM_001330540","MMACHC",226
"NM_013291","CPSF1",1444
"NM_001251852","PIK3R5",495
"NM_001289117","NMRK2",236
"NM_001206651","SH3GLB1",395
"NM_001291722","CYFIP2",1279
"NM_001163546","SYNRG",1180
"NM_001282650","SLC35A2",407
"NM_003527","H2BC17",127
"NM_001365579","RBM45",477
"NM_001206957","RASSF1",190
"NM_005874","LILRB2",220
"NM_001278404","LILRB2",220
"NM_001278710","NRN1",143
"NM_001278518","MDM4",117
"NM_001290052","UHRF1",794
"NM_001204366","MGST2",148
"NM_001204367","MGST2",148
"NM_001267868","HSD11B1L",334
"NM_001195736","PRXL2B",247
"NM_001282850","PPP4R3B",818
"NM_001145064","CASTOR2",330
"NM_006435","IFITM2",133
"NM_198834","ACACA",2384
"NM_031861","PCDHA11",811
"NM_001255975","PIWIL3",874
"NM_003533","H3C11",137
"NM_001324171","WDR59",572
"NM_001282571","ZCCHC17",180
"NM_001270894","TRAPPC3",189
"NM_001122964","PPP4R3B",850
"NM_001277313","FMN1",1420
"NM_001321182","FAM156B",214
"NM_001386906","PCDHGB6",821
"NM_032100","PCDHGB6",821
"NM_001284203","JKAMP",312
"NM_016475","JKAMP",312
"NM_001284204","JKAMP",312
"NM_001243168","PTCRA",297
"NM_001282063","DOC2A",401
"NM_001303486","PARG",977
"NM_001324381","PARG",977
"NM_001303489","PARG",977
"NM_001303487","PARG",977
"NM_003631","PARG",977
"NM_001199287","PHOSPHO2",242
"NM_001197030","ANKHD1",582
"NM_001278622","RAD17",671
"NM_001291316","MILR1",249
"NM_001251983","RCAN3",117
"NM_001291701","KIR2DS2",288
"NM_001199286","PHOSPHO2",242
"NM_004522","KIF5C",861
"NM_001242913","ZFAND6",209
"NM_024740","ALG9",619
"NM_001257072","ODAPH",86
"NM_001193308","SYTL1",563
"NM_001286840","PHF19",600
"NM_001286272","TPT1",198
"NM_001163121","RDM1",252
"NM_001001520","HDGFL2",672
"NM_001348169","HDGFL2",672
"NM_001388352","MAP7",656
"NM_001388347","MAP7",656
"NM_001198617","MAP7",656
"NM_001368237","",103
"NM_001265601","RPP38",284
"NM_032855","HSH2D",353
"NM_004753","DHRS3",303
"NM_001319225","DHRS3",303
"NM_001324370","DHRS3",303
"NM_001252328","KIAA0319",484
"NM_001171930","CDH23",1382
"NM_001369380","NAP1L4",387
"NM_001369382","NAP1L4",387
"NM_001369384","NAP1L4",387
"NM_001290060","SEMA3B",750
"NM_001252270","DIPK1A",370
"NM_001270949","TNFRSF11A",264
"NM_001382566","STIM1",792
"NM_001277961","STIM1",792
"NM_003890","FCGBP",4205
"NM_001195291","SERPINB6",381
"NM_001374515","SERPINB6",381
"NM_001142407","CRISP2",244
"NM_001142435","CRISP2",244
"NM_001261822","CRISP2",244
"NM_033049","MUC13",513
"NM_001198689","LEPR",897
"NM_001256346","SEMA5B",1152
"NM_001271606","BASP1",228
"NM_001393377","AGAP4",687
"NM_001393378","AGAP4",687
"NM_001276343","AGAP4",687
"NM_001354622","MLH1",405
"NM_001354627","MLH1",405
"NM_001354621","MLH1",405
"NM_001354623","MLH1",405
"NM_001354624","MLH1",405
"NM_001354626","MLH1",405
"NM_001354625","MLH1",405
"NM_001387068","CPEB1",492
"NM_001365250","CPEB1",492
"NM_001079533","CPEB1",492
"NM_001281443","UPK1A",274
"NM_001270941","JAKMIP2",821
"NM_001204099","CKLF-CMTM1",169
"NM_001382445","HIP1",1009
"NM_001163023","KIZ",541
"NM_001282573","ZCCHC17",161
"NM_001270735","BCL2L13",81
"NM_001286078","UBXN1",239
"NM_001270041","DYDC2",178
"NM_001287811","DNAJC16",471
"NM_032089","PCDHGA9",829
"NM_020790","MUC20",556
"NM_197978","HEMGN",485
"NM_001136479","ANP32E",221
"NM_001363804","GSTT2B",245
"NM_001289807","CRYAB",176
"NM_001282972","SEPTIN2",397
"NM_001349287","SEPTIN2",397
"NM_001321029","SEPTIN2",397
"NM_001251935","NR1H3",454
"NM_001251934","NR1H3",454
"NM_001257291","SLC9A7",727
"NM_001271581","DNAJC10",748
"NM_001258324","TP53I11",190
"NM_001318385","TP53I11",190
"NM_001258322","TP53I11",190
"NM_001368402","FRMPD4",1283
"NM_001368400","FRMPD4",1283
"NM_001368401","FRMPD4",1283
"NM_001270950","TNFRSF11A",338
"NM_001284311","ADAP1",280
"NM_001382358","HNRNPCL3",294
"NM_032087","PCDHGA7",818
"NM_001386793","PNMA8C",205
"NM_001281741","UBE2C",133
"NM_018406","MUC4",5385
"NM_001017529","PRR5",294
"NM_001164522","RAB7B",200
"NM_001256738","GDAP1L1",279
"NM_001282357","SLC26A7",356
"NM_032406","PCDHGC4",872
"NM_001171968","CDHR5",846
"NM_001282576","UBE2V1",106
"NM_001278687","SSTR3",419
"NM_001202549","SYNJ2BP-COX16",152
"NM_001202547","SYNJ2BP-COX16",152
"NM_001282543","BARD1",759
"NM_001375638","LENG8",801
"NM_001375639","LENG8",801
"NM_001375641","LENG8",801
"NM_001375640","LENG8",801
"NM_006369","LRRC41",813
"NM_006737","KIR3DL2",118
"NM_001242867","KIR3DL2",118
"NM_001277816","YTHDF3",535
"NM_001256335","PTGES2",187
"NM_001388330","MAP7",780
"NM_001388329","MAP7",780
"NM_001388328","MAP7",780
"NM_001198609","MAP7",780
"NM_001377313","IKBKG",419
"NM_001321397","IKBKG",419
"NM_001347990","MAMDC2",549
"NM_153267","MAMDC2",549
"NM_001137548","FAM25C",90
"NM_001586","TEX28",411
"NM_001271814","PLA2G2D",63
"NM_001098728","GTF2H2",396
"NM_001376003","GTF2H2",396
"NM_001375998","GTF2H2",396
"NM_001375999","GTF2H2",396
"NM_001376002","GTF2H2",396
"NM_001376005","GTF2H2",396
"NM_001366174","RAVER1",740
"NM_133452","RAVER1",740
"NM_001387667","LPP",613
"NM_001387665","LPP",613
"NM_001387664","LPP",613
"NM_001167671","LPP",613
"NM_001375459","LPP",613
"NM_001387674","LPP",613
"NM_001387666","LPP",613
"NM_001375464","LPP",613
"NM_001387668","LPP",613
"NM_001375462","LPP",613
"NM_001375463","LPP",613
"NM_001387663","LPP",613
"NM_001387670","LPP",613
"NM_001276380","ESF1",852
"NM_001286698","ZNF79",365
"NM_001177506","AOAH",689
"NM_001282116","RFX3",750
"NM_001377999","RFX3",750
"NM_001142770","PCDH15",1540
"NM_021623","PLEKHA2",426
"NM_001123391","TBC1D3L",550
"NM_001130991","HYOU1",1000
"NM_006389","HYOU1",1000
"NM_001290059","ALDH3B1",432
"NM_001030010","ALDH3B1",432
"NM_001287006","SUSD3",212
"NM_001287007","SUSD3",212
"NM_001242357","",288
"NM_001256916","MS4A2",200
"NM_032790","ORAI1",302
"NM_001206951","SLC16A3",466
"NM_018925","PCDHGB5",924
"NM_001288623","ICA1L",483
"NM_001287495","FIGNL1",675
"NM_001282498","ZNF343",510
"NM_001195740","PRXL2B",193
"NM_001291475","CCL4L2",104
"NM_001252226","PLK2",672
"NM_001291470","CCL4L2",65
"NM_001281782","ZMYND8",1137
"NM_001199021","SPON2",332
"NM_001278428","LILRB4",449
"NM_001367824","ARHGEF18",1016
"NM_004773","ZNHIT3",156
"NM_001281433","ZNHIT3",156
"NM_001278369","RHOH",192
"NM_001290264","SLC35E2B",406
"NM_015439","CCDC28A",185
"NM_001130993","RBP1",154
"NM_001387077","CPEB1",487
"NM_001365248","CPEB1",487
"NM_001387078","CPEB1",487
"NM_001365249","CPEB1",487
"NM_001079535","CPEB1",487
"NM_001163","APBA1",438
"NM_001145303","TMC4",713
"NM_001286071","C11orf54",257
"NM_001351992","C11orf54",257
"NM_001277732","AOC3",221
"NM_133502","ZNF274",654
"NM_001387072","CPEB1",487
"NM_015068","PEG10",708
"NM_001201429","CABIN1",2171
"NM_001388365","SEZ6L2",924
"NM_001388364","SEZ6L2",924
"NM_001243332","SEZ6L2",924
"NM_001637","AOAH",576
"NM_001172654","LILRA3",376
"NM_001354938","CUL4A",660
"NM_001354939","CUL4A",660
"NM_001354941","CUL4A",660
"NM_001354942","CUL4A",660
"NM_001354940","CUL4A",660
"NM_001281971","KIR2DS4",240
"NM_001281972","KIR2DS4",240
"NM_001324122","CYFIP1",823
"NM_001033028","CYFIP1",823
"NM_003538","H4C1",104
"NM_014249","NR2E3",411
"NM_153443","KIR3DL3",388
"NM_001256313","STK3",381
"NM_001163124","RDM1",144
"NM_053052","SNAP47",420
"NM_001291868","NHS",1448
"NM_004048","B2M",120
"NM_001366279","TMPRSS7",718
"NM_001382496","LLCFC1",148
"NM_001145033","C11orf96",123
"NM_032403","PCDHGC3",135
"NM_198838","ACACA",2269
"NM_001276724","IFTAP",222
"NM_001282693","FMO1",533
"NM_001291459","TBC1D3L",550
"NM_001282396","HPCAL4",192
"NM_001319216","CYP1A1",484
"NM_001079823","LAMA2",3119
"NM_001271960","SLC39A1",325
"NM_001206631","TRIM64C",451
"NM_001034842","PTCHD3",768
"NM_001195129","PRSS56",604
"NM_001369848","PRSS56",604
"NM_001368238","",920
"NM_001021","RPS17",136
"NM_001371905","PTH2R",440
"NM_001371906","PTH2R",440
"NM_001309516","PTH2R",440
"NM_001371907","PTH2R",440
"NM_001199288","PHOSPHO2",242
"NM_001198626","RUNX1T1",605
"NM_001198629","RUNX1T1",605
"NM_001204838","ZNF568",636
"NM_001289112","CPNE4",576
"NM_024111","CHAC1",223
"NM_031865","PCDHA13",808
"NM_001204406","ALOX5AP",219
"NM_012314","KIR2DS4",399
"NM_001258260","UTY",1400
"NM_001258258","UTY",1400
"NM_001385162","MR1",313
"NM_001288812","ARL17B",126
"NM_001242887","DDC",433
"NM_001291932","SEC14L2",330
"NM_001278141","NBPF12",1458
"NM_015868","KIR2DL3",350
"NM_001271840","IKZF5",420
"NM_001204082","MICOS10",63
"NM_004260","RECQL4",1209
"NM_001283018","NAPB",303
"NM_001278404","LILRB2",599
"NM_001258276","TMEM200A",492
"NM_016523","KLRF1",232
"NM_001270895","TRAPPC3",135
"NM_001017396","ZNF2",384
"NM_003247","THBS2",1173
"NM_001381942","THBS2",1173
"NM_001324119","CYFIP1",1254
"NM_001324120","CYFIP1",1254
"NM_001324125","CYFIP1",1254
"NM_001324124","CYFIP1",1254
"NM_001324126","CYFIP1",1254
"NM_014608","CYFIP1",1254
"NM_001324123","CYFIP1",1254
"NM_001291462","TBC1D3B",550
"NM_001286802","NTMT1",136
"NM_001286803","NTMT1",136
"NM_001242820","DEF8",452
"NM_001242491","FAM156A",214
"NM_001377063","FAM156A",214
"NM_001008216","GALE",349
"NM_001127621","GALE",349
"NM_001243751","CYREN",70
"NM_001243749","CYREN",70
"NM_001243752","CYREN",70
"NM_001243753","CYREN",70
"NM_177403","RAB7B",200
"NM_007000","UPK1A",259
"NM_173207","TGIF1",287
"NM_001190411","RPH3AL",316
"NM_199261","TPTE",552
"NM_001271998","RAB4A",114
"NM_020815","PCDH10",897
"NM_012314","KIR2DS4",297
"NM_001354007","CBSL",552
"NM_001354006","CBSL",552
"NM_001321073","CBSL",552
"NM_001354008","CBSL",552
"NM_001281441","RCC1L",359
"NM_001204087","KCNN3",747
"NM_001365837","KCNN3",747
"NM_001322839","KCNMA1",214
"NM_001271520","KCNMA1",214
"NM_021018","H3C7",137
"NM_001271755","ITGBL1",446
"NM_001353381","ZNF843",349
"NM_001270433","CDK2AP1",88
